Station,transmission_rate,log_transmission_rate,ground_lit,sat_lit,elevation_class
1466 - PE0SAT-12,1.738888888888889,0.5532463396499429,True,True,High
3762 - F4TNK-UHF,0.011477761836441894,-4.467343869080688,True,True,High
431 - PE0SAT-11,1.086111111111111,0.08260352853521001,True,True,High
1696 - PE0SAT-31,1.7,0.5306282510621704,True,True,High
2173 - PE0SAT-21,1.6777777777777778,0.5174701664846593,True,True,High
2015 - Drachten,0.2214765100671141,-1.5074387444789787,True,True,High
71 - PV8DX,0.07945205479452055,-2.5326015235960173,False,True,Low
2968 - UX5UL,3.6797853309481217,1.302854416497858,True,True,High
1864 - SA2KNG Omni UHF/VHF,0.55,-0.5978370007556204,True,True,High
431 - PE0SAT-11,0.93646408839779,-0.0656441044453208,True,True,High
2173 - PE0SAT-21,1.287292817679558,0.25254142229987475,True,True,High
2968 - UX5UL,0.09850746268656717,-2.317622970358586,True,True,Low
2015 - Drachten,0.6004464285714286,-0.510081852813146,True,True,High
2012 - SP7THR-UHF,0.13226452905811623,-2.022951353725093,True,True,Medium
3762 - F4TNK-UHF,0.050872093023255814,-2.97844077644393,True,True,Medium
2968 - UX5UL,1.855595667870036,0.6182057592678266,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,2.1444444444444444,0.7628805185746205,True,True,High
431 - PE0SAT-11,0.0625,-2.772588722239781,True,True,Medium
1696 - PE0SAT-31,0.75,-0.2876820724517809,True,True,Medium
2173 - PE0SAT-21,1.1428571428571428,0.13353139262452257,True,True,Medium
2015 - Drachten,0.1087962962962963,-2.218277986534052,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,3.15,1.1474024528375417,True,True,Medium
2015 - Drachten,0.075,-2.5902671654458267,True,True,Medium
2968 - UX5UL,0.3427230046948357,-1.070832724561034,True,True,Low
2410 - GAO UHF,1.6741889985895628,0.5153288680775405,True,True,Medium
91 - M0EYT / 2E0NOG,0.3298245614035088,-1.1091943979986465,True,True,Medium
4086 - Hawley Tx,0.08847184986595175,-2.4250708581773353,True,True,High
2968 - UX5UL,2.296435272045028,0.8313580389064268,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,3.022222222222222,1.1059923959657323,True,True,High
431 - PE0SAT-11,0.010135135135135136,-4.591747165655951,True,True,Low
2012 - SP7THR-UHF,0.7058823529411765,-0.3483066942682157,True,True,High
2012 - SP7THR-UHF,0.4568627450980392,-0.7833722721526709,True,True,High
2968 - UX5UL,0.8714555765595463,-0.13759038886165087,True,True,Medium
4052 - UB3ALB-3,0.10491071428571429,-2.2546456307049265,True,True,High
2173 - PE0SAT-21,0.12218649517684887,-2.1022067524528483,True,True,Medium
1696 - PE0SAT-31,0.31007751937984496,-1.170932950247736,True,True,Low
2173 - PE0SAT-21,0.751937984496124,-0.2851014258582893,True,True,Low
3884 - HAAEA 5,0.07349665924276169,-2.610515326275774,False,True,High
2134 - MAUSyagi,0.8833333333333333,-0.12405264866997888,True,True,Medium
91 - M0EYT / 2E0NOG,0.5083056478405316,-0.6766723433564402,True,True,High
1675 - MAUSyagi,6.839541547277937,1.922720704136403,True,True,High
2987 - VU2JEK_Nitin,0.4229137199434229,-0.8605870925058863,False,True,Medium
2968 - UX5UL,0.9577464788732394,-0.04317217186520878,True,True,Low
1864 - SA2KNG Omni UHF/VHF,0.2611111111111111,-1.3428092491801518,True,True,Medium
2410 - GAO UHF,1.561624649859944,0.4457267215546348,True,True,High
71 - PV8DX,0.9258426966292135,-0.07705093281671382,False,True,Medium
2968 - UX5UL,1.7173076923076922,0.5407577693010259,True,True,Medium
2968 - UX5UL,0.505720823798627,-0.6817704935778373,True,True,Low
2968 - UX5UL,1.376599634369287,0.31961642537791235,True,True,Medium
2968 - UX5UL,0.1658291457286432,-1.7967972632580123,True,True,Low
2968 - UX5UL,1.4910714285714286,0.39949494112166056,True,True,Low
2968 - UX5UL,3.136279926335175,1.1430373607287527,True,True,Medium
2968 - UX5UL,1.037037037037037,0.03636764417087479,False,True,Low
2968 - UX5UL,3.6989247311827955,1.3080421642201423,True,True,High
2968 - UX5UL,0.36419753086419754,-1.0100588913266646,True,True,Low
1675 - MAUSyagi,4.387533875338754,1.4787673096371081,True,True,High
2987 - VU2JEK_Nitin,1.2189265536723164,0.19797059738970818,True,True,High
1675 - MAUSyagi,8.371323529411764,2.124811999767742,True,True,Medium
431 - PE0SAT-11,0.8670360110803325,-0.14267476779272764,True,True,High
1696 - PE0SAT-31,1.0110803324099722,0.01101939524961048,True,True,High
2173 - PE0SAT-21,1.919667590027701,0.6521520408570224,True,True,High
1466 - PE0SAT-12,1.5277777777777777,0.42381424677636087,True,True,High
2015 - Drachten,0.38202247191011235,-0.9622758451159785,True,True,High
2012 - SP7THR-UHF,0.27865612648221344,-1.2777767789092973,True,True,High
2012 - SP7THR-UHF,0.3084677419354839,-1.176138005332492,True,True,Medium
2012 - SP7THR-UHF,0.7601626016260162,-0.27422291907777624,True,True,Medium
71 - PV8DX,0.20935412026726058,-1.5637281054722505,False,True,High
6 - Apomahon,0.5566666666666666,-0.585788662239446,True,True,High
3590 - EuroSpaceHub-UCM,0.25117739403453687,-1.3815958403383366,True,True,Low
1864 - SA2KNG Omni UHF/VHF,9.916666666666666,2.294216843323529,True,True,High
431 - PE0SAT-11,1.1253561253561253,0.11809954143525599,True,True,Medium
1696 - PE0SAT-31,1.6495726495726495,0.5005162541071294,True,True,Medium
2173 - PE0SAT-21,3.4586894586894585,1.2408897481535777,True,True,Medium
71 - PV8DX,0.4246575342465753,-0.8564722366632449,True,True,Medium
2968 - UX5UL,4.224231464737794,1.4408373424257828,True,True,High
2968 - UX5UL,0.375,-0.9808292530117262,True,True,Low
2968 - UX5UL,0.235,-1.448169764837978,False,True,Low
2968 - UX5UL,2.761648745519713,1.0158278729388048,True,True,High
2968 - UX5UL,0.6757425742574258,-0.3919430827761903,True,True,Low
2968 - UX5UL,0.8178807947019867,-0.2010386807468925,True,True,Low
2968 - UX5UL,4.559782608695652,1.5172749488582207,True,True,High
2968 - UX5UL,0.10497237569060773,-2.2540580520993854,True,True,Low
3884 - HAAEA 5,0.0744920993227991,-2.5970622085786554,True,True,High
1864 - SA2KNG Omni UHF/VHF,4.3277777777777775,1.4650541949805378,True,True,Medium
2410 - GAO UHF,0.7589820359281437,-0.27577716994546253,True,True,Low
2015 - Drachten,0.10561797752808989,-2.2479266804561817,True,True,High
3925 - UT4UYF/P,0.07399103139013453,-2.6038113905535836,True,True,High
3951 - UT4UYF/M,0.2533632286995516,-1.3729311333077234,True,True,High
3951 - UT4UYF/M,0.25565610859728505,-1.3639220633653577,True,True,High
3951 - UT4UYF/M,0.3130841121495327,-1.1612833956308855,True,True,Medium
431 - PE0SAT-11,0.7668539325842697,-0.2654589356670707,True,True,Medium
1696 - PE0SAT-31,1.6657303370786516,0.5102636681456949,True,True,Medium
2173 - PE0SAT-21,3.1235955056179776,1.1389847439584972,True,True,Medium
2015 - Drachten,0.3438202247191011,-1.0676363607738049,True,True,Medium
1675 - MAUSyagi,2.5777126099706744,0.9469024204016602,True,True,Medium
2012 - SP7THR-UHF,1.2411067193675889,0.21600349718073308,True,True,Medium
431 - PE0SAT-11,2.5754189944134076,0.9460122371558934,True,True,High
1696 - PE0SAT-31,2.458100558659218,0.8993889210715519,True,True,High
2173 - PE0SAT-21,3.3491620111731844,1.208710168626814,True,True,High
2015 - Drachten,0.7449664429530202,-0.29441610463312495,True,True,High
71 - PV8DX,0.04054054054054054,-3.20545280453606,True,True,Low
2968 - UX5UL,1.4587155963302751,0.37755631999108774,True,True,Medium
2968 - UX5UL,1.0316742081447965,0.03118292743668806,True,True,Low
2968 - UX5UL,1.7461538461538462,0.5574155670258203,True,True,Low
2968 - UX5UL,1.807920792079208,0.5921774513196086,True,True,Low
2968 - UX5UL,2.6627906976744184,0.9793747073007318,True,True,Medium
2968 - UX5UL,1.2762096774193548,0.24389449541924865,True,True,Low
2134 - MAUSyagi,0.5222222222222223,-0.6496620686202064,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,6.338888888888889,1.8467034989718651,True,True,High
2410 - GAO UHF,2.267605633802817,0.8187244879431476,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,5.266666666666667,1.6613976513648114,True,True,Medium
2015 - Drachten,0.3816091954022989,-0.9633582427321408,True,True,Medium
1675 - MAUSyagi,2.4596774193548385,0.9000302110023747,True,True,High
2410 - GAO UHF,2.719665271966527,1.0005088109581721,True,True,High
431 - PE0SAT-11,0.11146496815286625,-2.1940449244188396,True,True,Medium
2173 - PE0SAT-21,0.3662420382165605,-1.0044608575450034,True,True,Medium
2015 - Drachten,0.18137254901960784,-1.707202081199992,True,True,Medium
71 - PV8DX,0.900709219858156,-0.10457280391957705,False,True,Medium
2012 - SP7THR-UHF,0.372,-0.9888614247089905,True,True,Medium
2012 - SP7THR-UHF,1.2612085769980508,0.2320704493301311,True,True,High
2012 - SP7THR-UHF,0.7362204724409449,-0.3062256501639499,True,True,High
2012 - SP7THR-UHF,0.8816568047337278,-0.1259524089776144,True,True,Medium
2134 - MAUSyagi,0.18333333333333332,-1.6964492894237302,True,True,Medium
4015 - DF0OHM Cross-Yagi UHF,0.30985915492957744,-1.1716374236829996,True,True,Medium
4052 - UB3ALB-3,0.10514541387024609,-2.2524109929035103,True,True,High
431 - PE0SAT-11,0.18027210884353742,-1.7132878537865597,True,True,Low
2173 - PE0SAT-21,0.11224489795918367,-2.187072205872201,True,True,Low
2015 - Drachten,0.2116788321167883,-1.552685095841651,True,True,Medium
431 - PE0SAT-11,0.28448275862068967,-1.2570826296398843,True,True,Medium
1696 - PE0SAT-31,0.1896551724137931,-1.6625477377480489,True,True,Medium
2173 - PE0SAT-21,1.5689655172413792,0.45041649597043065,True,True,Medium
1675 - MAUSyagi,3.0918635170603674,1.128773989084831,True,True,High
2968 - UX5UL,0.7814432989690722,-0.24661268585505686,True,True,Low
2968 - UX5UL,3.0849056603773586,1.1265210767851863,True,True,Medium
2968 - UX5UL,5.107142857142857,1.6306401200847034,True,True,High
2968 - UX5UL,0.6350974930362117,-0.45397675953383815,True,True,Low
2173 - PE0SAT-21,0.15486725663716813,-1.8651869377828723,True,True,Low
1864 - SA2KNG Omni UHF/VHF,5.722222222222222,1.7443572303334711,True,True,Medium
431 - PE0SAT-11,2.1013698630136988,0.7425894477847648,True,True,High
1696 - PE0SAT-31,3.1452054794520548,1.1458792232970203,True,True,High
2173 - PE0SAT-21,4.248633879781421,1.4465974912119683,True,True,High
1466 - PE0SAT-12,2.9277777777777776,1.0742436976511518,True,True,High
2015 - Drachten,0.5011086474501109,-0.6909323402303925,True,True,High
71 - PV8DX,0.056433408577878104,-2.874693945176935,False,True,Medium
3762 - F4TNK-UHF,0.14285714285714285,-1.9459101490553135,True,True,High
2012 - SP7THR-UHF,0.8247011952191236,-0.19273414586641477,True,True,High
1864 - SA2KNG Omni UHF/VHF,6.955555555555556,1.9395407007698335,True,True,High
1466 - PE0SAT-12,3.5944444444444446,1.2793894436106903,True,True,High
71 - PV8DX,0.03044496487119438,-3.4918346557670876,True,True,Medium
3762 - F4TNK-UHF,0.41714285714285715,-0.874326532775123,True,True,High
2968 - UX5UL,4.17870036101083,1.4300002797730507,True,True,High
2968 - UX5UL,2.5513513513513515,0.9366231605072306,True,True,Medium
2968 - UX5UL,0.8372093023255814,-0.17768117723745236,True,True,Low
2968 - UX5UL,0.3643410852713178,-1.0096648026516135,True,True,Low
2968 - UX5UL,5.3570127504553735,1.6784064970444643,True,True,High
2968 - UX5UL,0.30904522613065327,-1.1742676499120202,True,True,Low
431 - PE0SAT-11,3.030054644808743,1.1085806539490008,True,True,High
1696 - PE0SAT-31,2.866120218579235,1.052959274994931,True,True,High
2173 - PE0SAT-21,3.9508196721311477,1.3739230693173439,True,True,High
2015 - Drachten,0.12168141592920353,-2.1063489945997604,True,True,High
1864 - SA2KNG Omni UHF/VHF,3.3722222222222222,1.215571940169288,True,True,High
2619 - DL1UNX RTL SAT,0.8153409090909091,-0.20414895983847603,True,True,Medium
3106 - DEX-ONE,0.09116022099447514,-2.395136650359291,True,True,High
431 - PE0SAT-11,2.630853994490358,0.9673085062158795,True,True,High
1696 - PE0SAT-31,3.3112947658402203,1.197339280830302,True,True,High
2173 - PE0SAT-21,3.8236914600550964,1.341216306801899,True,True,High
1466 - PE0SAT-12,1.8166666666666667,0.597003320007043,True,True,High
2015 - Drachten,0.7879464285714286,-0.23832517548168836,True,True,High
3762 - F4TNK-UHF,0.28735632183908044,-1.2470322937863831,True,True,Medium
431 - PE0SAT-11,0.7097701149425287,-0.34281414314649716,True,True,Medium
1696 - PE0SAT-31,0.8448275862068966,-0.1686227124357927,True,True,Medium
2173 - PE0SAT-21,2.3448275862068964,0.8522118751896326,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,5.411111111111111,1.6884544527523249,True,True,High
2012 - SP7THR-UHF,0.22782258064516128,-1.479188108012587,True,True,Medium
2012 - SP7THR-UHF,0.5753424657534246,-0.5527898228650229,True,True,High
431 - PE0SAT-11,1.53125,0.4260843953109001,True,True,Medium
1696 - PE0SAT-31,0.7954545454545454,-0.22884157242884753,True,True,Medium
2173 - PE0SAT-21,0.6704545454545454,-0.3997993705724871,True,True,Medium
2968 - UX5UL,3.324675324675325,1.2013720226258786,True,True,Medium
2968 - UX5UL,0.6348547717842323,-0.4543590120982196,True,True,Low
2968 - UX5UL,0.9271948608137045,-0.07559152966640746,True,True,Low
2968 - UX5UL,2.2648221343873516,0.8174962279872192,True,True,Low
2968 - UX5UL,3.4423076923076925,1.2361420872593276,True,True,Medium
2968 - UX5UL,2.0257936507936507,0.7059615500932969,True,True,Low
2968 - UX5UL,3.461839530332681,1.2418001039560809,True,True,Low
1675 - MAUSyagi,3.893617021276596,1.3593385511313625,True,True,Medium
1696 - PE0SAT-31,0.024822695035460994,-3.6959969218828004,True,True,Low
71 - PV8DX,0.4921875,-0.7088955375280844,False,True,Low
2173 - PE0SAT-21,0.6837606837606838,-0.3801473001238745,True,True,Low
71 - PV8DX,0.015345268542199489,-4.17694809075731,True,True,Low
2012 - SP7THR-UHF,0.30118110236220474,-1.2000435261860463,True,True,High
2410 - GAO UHF,2.7186629526462394,1.0001401979248135,True,True,High
71 - PV8DX,0.18223234624145787,-1.7024727784012896,False,True,Medium
1675 - MAUSyagi,2.5753424657534247,0.945982521681558,True,True,High
2173 - PE0SAT-21,0.029411764705882353,-3.5263605246161616,True,True,Low
2968 - UX5UL,1.2521929824561404,0.22489640014162418,True,True,Low
2968 - UX5UL,2.1076066790352503,0.7455530283720995,True,True,Medium
2968 - UX5UL,0.8944591029023746,-0.11153609770197614,True,True,Low
2968 - UX5UL,4.910554561717352,1.5913868807885319,True,True,High
2968 - UX5UL,0.06557377049180328,-2.7245795030534206,True,True,Low
2968 - UX5UL,0.7524752475247525,-0.28438717655492834,True,True,Low
2968 - UX5UL,2.5099457504520797,0.920261139544415,True,True,High
71 - PV8DX,0.10398230088495575,-2.2635345781221727,False,True,High
1675 - MAUSyagi,3.7461139896373057,1.3207190332538792,True,True,Medium
2987 - VU2JEK_Nitin,0.3133047210300429,-1.1605790124173094,True,True,Medium
3106 - DEX-ONE,0.6920980926430518,-0.36802758103603367,True,True,High
3762 - F4TNK-UHF,0.11461318051575932,-2.1661924680884908,True,True,High
2012 - SP7THR-UHF,0.3836978131212724,-0.9578999811948536,True,True,Medium
2012 - SP7THR-UHF,0.6579476861167002,-0.41862985519937534,True,True,Medium
431 - PE0SAT-11,2.94579945799458,1.0803802430806824,True,True,High
1696 - PE0SAT-31,4.306233062330623,1.4600635224961886,True,True,High
2173 - PE0SAT-21,6.425474254742547,1.8602704420248783,True,True,High
1466 - PE0SAT-12,1.0722222222222222,0.06973333801467514,True,True,High
2015 - Drachten,0.7947019867549668,-0.2297880940328784,True,True,High
1864 - SA2KNG Omni UHF/VHF,5.605555555555555,1.7237581694633985,True,True,Medium
71 - PV8DX,0.0397196261682243,-3.225909851525581,False,True,Medium
3106 - DEX-ONE,0.21978021978021978,-1.5151272329628591,True,True,High
1675 - MAUSyagi,6.373595505617978,1.8521637539278113,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,6.183333333333334,1.8218575003853346,True,True,High
1466 - PE0SAT-12,4.966666666666667,1.6027489242833037,True,True,High
3762 - F4TNK-UHF,0.13005780346820808,-2.0397762852874046,True,True,High
3762 - F4TNK-UHF,0.047075606276747506,-3.05600032556811,True,True,High
2968 - UX5UL,0.9919678714859438,-0.008064559836730408,False,True,Low
2968 - UX5UL,5.878787878787879,1.771350597596848,True,True,High
2968 - UX5UL,0.37150127226463103,-0.9902029901609248,True,True,Low
2968 - UX5UL,0.10185185185185185,-2.2842359543258492,True,True,Low
2968 - UX5UL,4.944144144144144,1.5982038750993413,True,True,High
2968 - UX5UL,4.85480943738657,1.5799698501771924,True,True,Medium
2968 - UX5UL,1.5153508771929824,0.4156470142532838,True,True,Low
2968 - UX5UL,0.3333333333333333,-1.0986122886681098,True,True,Low
2968 - UX5UL,1.8033088235294117,0.5896232127094204,True,True,Medium
2968 - UX5UL,0.3055555555555556,-1.1856236656577395,True,True,Low
431 - PE0SAT-11,3.273480662983425,1.1858538417434605,True,True,High
1696 - PE0SAT-31,4.093922651933702,1.4095035940302612,True,True,High
2173 - PE0SAT-21,5.87292817679558,1.7703533470761221,True,True,High
2410 - GAO UHF,1.8451519536903038,0.6125616338248566,True,True,Medium
2015 - Drachten,0.14666666666666667,-1.91959284073794,True,True,High
431 - PE0SAT-11,1.5706371191135735,0.4514813453948712,True,True,High
1696 - PE0SAT-31,2.7506925207756234,1.0118527057122917,True,True,High
2173 - PE0SAT-21,2.085872576177285,0.7351872694670126,True,True,High
2015 - Drachten,0.05803571428571429,-2.8466966943935033,True,True,High
2012 - SP7THR-UHF,0.43366336633663366,-0.835486699458859,True,True,Medium
3762 - F4TNK-UHF,0.121875,-2.1047593496641257,True,True,Low
3762 - F4TNK-UHF,0.014903129657228018,-4.206184043977636,True,True,Medium
1675 - MAUSyagi,5.669444444444444,1.735091131359689,True,True,Medium
1696 - PE0SAT-31,1.017910447761194,0.01775194545845032,True,True,Medium
2173 - PE0SAT-21,0.5432835820895522,-0.6101238447482712,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,4.938888888888889,1.5971403846236942,True,True,High
2015 - Drachten,0.21709006928406466,-1.527442945732486,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,2.888888888888889,1.0608719606852626,True,True,Medium
431 - PE0SAT-11,0.19298245614035087,-1.6451559950361796,True,True,Medium
1696 - PE0SAT-31,0.0935672514619883,-2.3690748342628787,True,True,Medium
2173 - PE0SAT-21,1.4444444444444444,0.36772478012531734,True,True,Medium
2015 - Drachten,1.0477272727272726,0.046623316084341566,True,True,Medium
1864 - SA2KNG Omni UHF/VHF,6.4944444444444445,1.870947110581858,True,True,High
2410 - GAO UHF,3.5083333333333333,1.2551410909003353,True,True,High
431 - PE0SAT-11,0.14144736842105263,-1.9558275857126592,True,True,Medium
1696 - PE0SAT-31,0.009868421052631578,-4.618415412738112,True,True,Medium
2015 - Drachten,0.028708133971291867,-3.550574782736756,True,True,Medium
4062 - DJ9FBA-RT820,0.06629834254143646,-2.7135903814778253,True,True,Low
1696 - PE0SAT-31,0.18786127167630057,-1.6720515051620872,True,True,Medium
2015 - Drachten,0.14746543778801843,-1.914161450740733,True,True,Medium
2968 - UX5UL,0.006097560975609756,-5.099866427824199,True,True,Low
1696 - PE0SAT-31,0.0625,-2.772588722239781,True,True,Low
1864 - SA2KNG Omni UHF/VHF,0.07222222222222222,-2.6280074934286737,True,True,Medium
2015 - Drachten,0.026607538802660754,-3.626560689714678,True,True,High
71 - PV8DX,0.04035874439461883,-3.2099471941238993,False,True,Medium
1864 - SA2KNG Omni UHF/VHF,0.03333333333333333,-3.4011973816621555,True,True,High
431 - PE0SAT-11,0.22535211267605634,-1.490091154801534,True,True,Medium
1696 - PE0SAT-31,0.16619718309859155,-1.7945803455696963,True,True,Medium
431 - PE0SAT-11,0.02857142857142857,-3.5553480614894135,True,True,Medium
71 - PV8DX,0.10106382978723404,-2.292002983663509,False,True,Low
1696 - PE0SAT-31,0.006097560975609756,-5.099866427824199,True,True,Medium
2015 - Drachten,0.046296296296296294,-3.0726933146901194,True,True,Medium
71 - PV8DX,0.05504587155963303,-2.8995884130010885,False,True,Medium
2173 - PE0SAT-21,0.027855153203342618,-3.580737295494233,True,True,Medium
71 - PV8DX,0.008849557522123894,-4.727387818712341,False,True,High
431 - PE0SAT-11,0.010362694300518135,-4.56954300834494,True,True,Low
2173 - PE0SAT-21,0.3005181347150259,-1.202247178358466,True,True,Low
71 - PV8DX,0.058823529411764705,-2.833213344056216,True,True,High
71 - PV8DX,0.08158508158508158,-2.5061088574386035,False,True,Medium
2968 - UX5UL,0.12897526501766785,-2.0481346370547917,True,True,High
431 - PE0SAT-11,0.0027548209366391185,-5.8944028342648505,True,True,High
2968 - UX5UL,0.0017825311942959,-6.329720905522696,True,True,High
1696 - PE0SAT-31,0.04132231404958678,-3.186352633162641,True,True,High
1675 - MAUSyagi,0.12430939226519337,-2.0849817220554514,True,True,Medium
2173 - PE0SAT-21,0.020771513353115726,-3.8741727812970486,True,True,Medium
2015 - Drachten,0.041379310344827586,-3.1849742731925192,True,True,Medium
2173 - PE0SAT-21,0.004132231404958678,-5.488937726156687,True,True,Low
1696 - PE0SAT-31,0.05217391304347826,-2.953172659135195,True,True,Medium
2968 - UX5UL,0.03644646924829157,-3.3119106908353904,True,True,Low
2015 - Drachten,0.020361990950226245,-3.8940853047414787,True,True,Medium
431 - PE0SAT-11,0.05985915492957746,-2.81576089410499,True,True,Low
2173 - PE0SAT-21,0.10211267605633803,-2.281678408174732,True,True,Low
431 - PE0SAT-11,0.2783171521035599,-1.2789939806442376,True,True,Medium
1696 - PE0SAT-31,0.028985507246376812,-3.5409593240373143,True,True,Low
1675 - MAUSyagi,1.1666666666666667,0.15415067982725836,True,True,High
1675 - MAUSyagi,0.05,-2.995732273553991,True,True,High
431 - PE0SAT-11,0.005420054200542005,-5.217649463480582,True,True,High
3762 - F4TNK-UHF,0.0028653295128939827,-5.855071922202427,True,True,Medium
71 - PV8DX,0.008064516129032258,-4.820281565605037,True,True,Low
1696 - PE0SAT-31,0.036931818181818184,-3.2986818181365605,True,True,Medium
2410 - GAO UHF,0.029535864978902954,-3.522149992079818,True,True,Medium
71 - PV8DX,0.0070921985815602835,-4.948759890378168,True,True,Low
1696 - PE0SAT-31,0.02564102564102564,-3.6635616461296463,True,True,Medium
2173 - PE0SAT-21,0.01524390243902439,-4.183575695950044,True,True,Medium
431 - PE0SAT-11,0.0759493670886076,-2.5776883832389665,True,True,Low
1864 - SA2KNG Omni UHF/VHF,0.14444444444444443,-1.9348603128687285,True,True,Medium
431 - PE0SAT-11,0.06925207756232687,-2.67000213346468,True,True,Medium
431 - PE0SAT-11,0.0913978494623656,-2.392533329656985,True,True,Low
1696 - PE0SAT-31,0.07837837837837838,-2.546207175651796,True,True,High
2015 - Drachten,0.042222222222222223,-3.164808603597925,True,True,High
71 - PV8DX,0.0024691358024691358,-6.003887067106539,True,True,Medium
812 - PF_DE_UHF_X_DIPOLE,0.06077348066298342,-2.8006017584674554,True,True,High
71 - PV8DX,0.037900874635568516,-3.272781089704403,False,True,Low
2173 - PE0SAT-21,0.0547945205479452,-2.9041650800285006,True,True,High
71 - PV8DX,0.00964630225080386,-4.641180623511124,True,True,Low
71 - PV8DX,0.05089820359281437,-2.9779276489204842,False,True,Low
71 - PV8DX,0.047619047619047616,-3.044522437723423,True,True,Low
2173 - PE0SAT-21,0.07326007326007326,-2.613739521630969,True,True,Low
2410 - GAO UHF,0.006954102920723227,-4.9684234452869465,True,True,High
2015 - Drachten,0.058394160583941604,-2.840539384148289,True,True,Medium
2015 - Drachten,0.009569377990430622,-4.6491870714048655,True,True,Medium
4188 - ISAE.Supaero UHF,0.05299860529986053,-2.9374896808732345,True,True,High
2173 - PE0SAT-21,0.005449591280653951,-5.212214667494625,True,True,High
71 - PV8DX,0.0468384074941452,-3.0610517396746335,True,True,Medium
431 - PE0SAT-11,0.10109289617486339,-2.291715420757142,True,True,High
1696 - PE0SAT-31,0.060109289617486336,-2.8115908800430502,True,True,High
2173 - PE0SAT-21,0.01092896174863388,-4.516338972281476,True,True,High
2015 - Drachten,0.006622516556291391,-5.017279836814924,True,True,High
4188 - ISAE.Supaero UHF,0.02631578947368421,-3.6375861597263857,True,True,Low
1696 - PE0SAT-31,0.10115606936416185,-2.2910907135683107,True,True,Medium
1696 - PE0SAT-31,0.013953488372093023,-4.272025739459553,True,True,Low
431 - PE0SAT-11,0.10422535211267606,-2.261199876831191,True,True,Medium
1696 - PE0SAT-31,0.016901408450704224,-4.080358320247361,True,True,Medium
4188 - ISAE.Supaero UHF,0.0014814814814814814,-6.51471269087253,True,True,Low
1675 - MAUSyagi,0.04922279792746114,-3.0113983902983903,True,True,High
2410 - GAO UHF,0.009735744089012517,-4.6319512086657335,True,True,High
1696 - PE0SAT-31,0.10810810810810811,-2.2246235515243336,True,True,Low
4188 - ISAE.Supaero UHF,0.04551920341394026,-3.0896209890109385,True,True,Medium
71 - PV8DX,0.007352941176470588,-4.912654885736052,True,True,Medium
4188 - ISAE.Supaero UHF,0.020086083213773313,-3.9077280811452653,True,True,Medium
1696 - PE0SAT-31,0.003787878787878788,-5.575949103146316,True,True,Low
431 - PE0SAT-11,0.06060606060606061,-2.803360380906535,True,True,High
1696 - PE0SAT-31,0.03856749311294766,-3.255345504649592,True,True,High
2015 - Drachten,0.09050772626931568,-2.4023200587787263,True,True,High
431 - PE0SAT-11,0.03954802259887006,-3.230239583518516,True,True,Medium
2173 - PE0SAT-21,0.07627118644067797,-2.573460047129445,True,True,Medium
2015 - Drachten,0.0696629213483146,-2.664087077681094,True,True,Medium
71 - PV8DX,0.00392156862745098,-5.541263545158426,True,True,Low
2173 - PE0SAT-21,0.1289308176100629,-2.048479316075869,True,True,Medium
1675 - MAUSyagi,0.15405405405405406,-1.87045173780372,True,True,High
2015 - Drachten,0.007317073170731708,-4.917544871030244,True,True,Medium
1675 - MAUSyagi,0.058823529411764705,-2.833213344056216,True,True,High
431 - PE0SAT-11,0.0647887323943662,-2.7366235735462663,True,True,Medium
4188 - ISAE.Supaero UHF,0.004172461752433936,-5.479249069052937,True,True,High
2173 - PE0SAT-21,0.00273224043715847,-5.902633333401366,True,True,High
4188 - ISAE.Supaero UHF,0.016783216783216783,-4.087375892906008,True,True,High
2125 - M0GLU,0.025714285714285714,-3.66070857714724,True,True,Medium
1675 - MAUSyagi,0.11494252873563218,-2.1633230256605382,True,True,Medium
431 - PE0SAT-11,0.002717391304347826,-5.908082938168931,True,True,High
2968 - UX5UL,0.02491103202846975,-3.6924445202784324,True,True,High
4188 - ISAE.Supaero UHF,0.009873060648801129,-4.617945377476814,True,True,Medium
431 - PE0SAT-11,0.00273224043715847,-5.902633333401366,True,True,High
2125 - M0GLU,0.07380607814761216,-2.606314191043344,True,True,Low
431 - PE0SAT-11,0.0783132530120482,-2.5470384308950065,True,True,Medium
2410 - GAO UHF,0.0056657223796034,-5.173320876373351,True,True,Medium
71 - PV8DX,0.022598870056497175,-3.7898553714539385,True,True,Low
1864 - SA2KNG Omni UHF/VHF,0.011111111111111112,-4.499809670330265,True,True,High
1696 - PE0SAT-31,0.09120521172638436,-2.394643237411993,True,True,Medium
71 - PV8DX,0.03676470588235294,-3.3032169733019514,False,True,Medium
431 - PE0SAT-11,0.2631578947368421,-1.3350010667323402,True,True,Low
3905 - LW1EXU-GroundStation,0.023578363384188627,-3.747425793228733,False,True,High
71 - PV8DX,0.045351473922902494,-3.093312601892855,False,True,High
